Country or Area,Time Period,Sex,Age group,Unit of measurement,Nature,Value
Mexico,2002,Total,15+,Percent,Modeled,4.6535863876
Mexico,2002,Total,25+,Percent,Modeled,3.915864706
Mexico,2000,Female,15+,Percent,Modeled,3.2221291065
Mexico,2000,Female,25+,Percent,Modeled,2.6564610004
Mexico,2000,Male,15 - 24,Percent,Modeled,10.2955274582
Mexico,2000,Male,15+,Percent,Modeled,6.513024807
Mexico,2000,Male,25+,Percent,Modeled,5.2279229164
Mexico,2000,Total,15 - 24,Percent,Modeled,8.3798274994
Mexico,2000,Total,25+,Percent,Modeled,4.4067120552
Mexico,2000,Total,15+,Percent,Modeled,5.441491127
Mexico,2000,Female,15 - 24,Percent,Modeled,4.7161283493
Mongolia,2012,Female,15 - 24,Percent,Modeled,4.1423144341
Mongolia,2012,Female,15+,Percent,Modeled,3.2832465172
Mongolia,2012,Female,25+,Percent,Modeled,3.1237900257
Mongolia,2012,Male,15+,Percent,Modeled,3.1879386902
Mongolia,2012,Male,25+,Percent,Modeled,2.9670608044
Mongolia,2012,Total,15 - 24,Percent,Modeled,4.1751103401
Mongolia,2012,Total,15+,Percent,Modeled,3.2321281433
Mongolia,2012,Total,25+,Percent,Modeled,3.0407879353
Mongolia,2012,Male,15 - 24,Percent,Modeled,4.1998829842
Mongolia,2011,Female,15 - 24,Percent,Modeled,4.402782917
Mongolia,2011,Female,15+,Percent,Modeled,3.5546064377
Mongolia,2011,Female,25+,Percent,Modeled,3.4103500843
Mongolia,2011,Male,15 - 24,Percent,Modeled,4.8462576866
Mongolia,2011,Male,15+,Percent,Modeled,3.5146932602
Mongolia,2011,Male,25+,Percent,Modeled,3.2330160141
Mongolia,2011,Total,15 - 24,Percent,Modeled,4.6643557549
Mongolia,2011,Total,15+,Percent,Modeled,3.5328593254
Mongolia,2011,Total,25+,Percent,Modeled,3.315261364
Mongolia,2010,Female,15 - 24,Percent,Modeled,4.3976774216
Mongolia,2010,Female,15+,Percent,Modeled,3.6290280819
Mongolia,2010,Female,25+,Percent,Modeled,3.4985496998
Mongolia,2010,Male,15 - 24,Percent,Modeled,4.8625340462
Mongolia,2010,Male,15+,Percent,Modeled,3.5569880009
Mongolia,2010,Male,25+,Percent,Modeled,3.2938177586
Mongolia,2010,Total,15 - 24,Percent,Modeled,4.6656246185
Mongolia,2010,Total,15+,Percent,Modeled,3.5900783539
Mongolia,2010,Total,25+,Percent,Modeled,3.3892240524
Mongolia,2008,Female,15 - 24,Percent,Modeled,5.0667743683
Mongolia,2008,Female,15+,Percent,Modeled,4.2303071022
Mongolia,2008,Female,25+,Percent,Modeled,4.0577044487
Mongolia,2008,Male,15 - 24,Percent,Modeled,5.8772587776
Mongolia,2008,Male,15+,Percent,Modeled,4.1573872566
Mongolia,2008,Male,25+,Percent,Modeled,3.7533483505
Mongolia,2008,Total,15 - 24,Percent,Modeled,5.5228362083
Mongolia,2008,Total,15+,Percent,Modeled,4.1911931038
Mongolia,2008,Total,25+,Percent,Modeled,3.896222353
Mongolia,2002,Female,15 - 24,Percent,Estimated,8.4457244873
Mongolia,2002,Female,15+,Percent,Estimated,7.5360164642
Mongolia,2002,Female,25+,Percent,Estimated,7.3116226196
Mongolia,2002,Male,15 - 24,Percent,Estimated,11.3546962738
Mongolia,2002,Male,15+,Percent,Estimated,7.6412110329
Mongolia,2002,Male,25+,Percent,Estimated,6.6033163071
Mongolia,2002,Total,15 - 24,Percent,Estimated,10.0759048462
Mongolia,2002,Total,15+,Percent,Estimated,7.5923895836
Mongolia,2002,Total,25+,Percent,Estimated,6.9366292953
Montenegro,2013,Female,15 - 24,Percent,Modeled,0.9953397512
Montenegro,2013,Female,15+,Percent,Modeled,1.1169457436
Montenegro,2013,Female,25+,Percent,Modeled,1.1272374392
Montenegro,2013,Male,15 - 24,Percent,Modeled,0.5745254755
Montenegro,2013,Male,15+,Percent,Modeled,0.0998418331
Montenegro,2013,Male,25+,Percent,Modeled,0.061352782
Montenegro,2013,Total,15 - 24,Percent,Modeled,0.7611308098
Montenegro,2013,Total,15+,Percent,Modeled,0.5409601927
Montenegro,2013,Total,25+,Percent,Modeled,0.5227697492
Montenegro,2012,Female,15 - 24,Percent,Modeled,1.0307488441
Montenegro,2012,Female,15+,Percent,Modeled,1.1393280029
Montenegro,2012,Female,25+,Percent,Modeled,1.1485655308
Montenegro,2012,Male,15 - 24,Percent,Modeled,0.5923545361
Montenegro,2012,Male,15+,Percent,Modeled,0.1069763079
Montenegro,2012,Male,25+,Percent,Modeled,0.0682707876
Montenegro,2012,Total,15 - 24,Percent,Modeled,0.7896162271
Montenegro,2012,Total,15+,Percent,Modeled,0.5562612414
Montenegro,2012,Total,25+,Percent,Modeled,0.5371124744
Montenegro,2011,Female,15 - 24,Percent,Modeled,0.5462625623
Montenegro,2011,Female,15+,Percent,Modeled,0.8498209715
Montenegro,2011,Female,25+,Percent,Modeled,0.8651441932
Montenegro,2011,Male,15 - 24,Percent,Modeled,0.3451048732
Montenegro,2011,Male,15+,Percent,Modeled,0.0629310906
Montenegro,2011,Male,25+,Percent,Modeled,0.0436448157
Montenegro,2011,Total,15 - 24,Percent,Modeled,0.4198729992
Montenegro,2011,Total,15+,Percent,Modeled,0.4096260667
Montenegro,2011,Total,25+,Percent,Modeled,0.4090071619
Montenegro,2010,Female,15 - 24,Percent,Modeled,0.7143551707
Montenegro,2010,Female,15+,Percent,Modeled,1.0221345425
Montenegro,2010,Female,25+,Percent,Modeled,1.0393251181
Montenegro,2010,Male,15 - 24,Percent,Modeled,0.4364080131
Montenegro,2010,Male,15+,Percent,Modeled,0.1068464145
Montenegro,2010,Male,25+,Percent,Modeled,0.0852687135
Montenegro,2010,Total,15 - 24,Percent,Modeled,0.5453252792
Montenegro,2010,Total,15+,Percent,Modeled,0.4986732304
Montenegro,2010,Total,25+,Percent,Modeled,0.49581182
Montenegro,2009,Female,15 - 24,Percent,Modeled,0.8811171055
Montenegro,2009,Female,15+,Percent,Modeled,1.0212055445
Montenegro,2009,Female,25+,Percent,Modeled,1.0331585407
Montenegro,2009,Male,15 - 24,Percent,Modeled,0.5817427039
Montenegro,2009,Male,15+,Percent,Modeled,0.1344346553
Montenegro,2009,Male,25+,Percent,Modeled,0.0958105773
Montenegro,2009,Total,15 - 24,Percent,Modeled,0.7085663676
Montenegro,2009,Total,15+,Percent,Modeled,0.5124753714
Montenegro,2009,Total,25+,Percent,Modeled,0.4956289232
Montenegro,2008,Female,15 - 24,Percent,Modeled,1.134904623
Montenegro,2008,Female,15+,Percent,Modeled,1.0807567835
Montenegro,2008,Female,25+,Percent,Modeled,1.0747157335
Montenegro,2008,Male,15 - 24,Percent,Modeled,0.8037669659
Montenegro,2008,Male,15+,Percent,Modeled,0.1909625381
Montenegro,2008,Male,25+,Percent,Modeled,0.1253956556
Montenegro,2008,Total,15 - 24,Percent,Modeled,0.9480217695
Montenegro,2008,Total,15+,Percent,Modeled,0.570356369
Montenegro,2008,Total,25+,Percent,Modeled,0.5292136073
Montenegro,2007,Total,15+,Percent,Modeled,0.5757654905
Montenegro,2007,Total,25+,Percent,Modeled,0.5464991331
Montenegro,2007,Female,15 - 24,Percent,Modeled,1.0063780546
Montenegro,2007,Female,15+,Percent,Modeled,1.1249090433
Montenegro,2007,Female,25+,Percent,Modeled,1.1355783939
Montenegro,2007,Male,15 - 24,Percent,Modeled,0.781524539
Montenegro,2007,Male,15+,Percent,Modeled,0.1628786027
Montenegro,2007,Male,25+,Percent,Modeled,0.0966821313
Montenegro,2007,Total,15 - 24,Percent,Modeled,0.8694685102
Montenegro,2006,Female,15 - 24,Percent,Modeled,0.9016189575
Montenegro,2006,Female,15+,Percent,Modeled,0.9691386223
Montenegro,2006,Female,25+,Percent,Modeled,0.9761888385
Montenegro,2006,Male,15 - 24,Percent,Modeled,0.6807258129
Montenegro,2006,Male,15+,Percent,Modeled,0.1507610828
Montenegro,2006,Male,25+,Percent,Modeled,0.090620853
Montenegro,2006,Total,15 - 24,Percent,Modeled,0.7716003656
Montenegro,2006,Total,15+,Percent,Modeled,0.5024051666
Montenegro,2006,Total,25+,Percent,Modeled,0.4729101062
Montenegro,2005,Female,15 - 24,Percent,Modeled,0.8840794563
Montenegro,2005,Female,15+,Percent,Modeled,0.9736317396
Montenegro,2005,Female,25+,Percent,Modeled,0.9830216765
Montenegro,2005,Male,15 - 24,Percent,Modeled,0.6945143342
Montenegro,2005,Male,15+,Percent,Modeled,0.1453980356
Montenegro,2005,Male,25+,Percent,Modeled,0.078226164
Montenegro,2005,Total,15 - 24,Percent,Modeled,0.7693083286
Montenegro,2005,Total,15+,Percent,Modeled,0.4999309778
Montenegro,2005,Total,25+,Percent,Modeled,0.469011575
Morocco,2007,Female,15 - 24,Percent,Modeled,4.1106395721
Morocco,2007,Female,15+,Percent,Modeled,4.3757572174
Morocco,2007,Female,25+,Percent,Modeled,4.4466767311
Morocco,2007,Male,15 - 24,Percent,Modeled,3.8282527924
Morocco,2007,Male,15+,Percent,Modeled,4.1157412529
Morocco,2007,Male,25+,Percent,Modeled,4.1875019073
Morocco,2007,Total,15 - 24,Percent,Modeled,3.9086141586
Morocco,2007,Total,15+,Percent,Modeled,4.1868591309
Morocco,2007,Total,25+,Percent,Modeled,4.2576603889
Morocco,2001,Female,15 - 24,Percent,Modeled,5.2402849197
Morocco,2001,Female,15+,Percent,Modeled,5.6448969841
Morocco,2001,Female,25+,Percent,Modeled,5.7750182152
Morocco,2001,Male,15 - 24,Percent,Modeled,5.8416361809
Morocco,2001,Male,15+,Percent,Modeled,4.9699511528
Morocco,2001,Male,25+,Percent,Modeled,4.6982498169
Morocco,2001,Total,15 - 24,Percent,Modeled,5.6869177818
Morocco,2001,Total,15+,Percent,Modeled,5.1405591965
Morocco,2001,Total,25+,Percent,Modeled,4.9689021111
Mozambique,2008,Female,15 - 24,Percent,Modeled,71.587562561
Mozambique,2008,Female,15+,Percent,Modeled,70.8578948975
Mozambique,2008,Female,25+,Percent,Modeled,70.6234664917
Mozambique,2008,Male,15+,Percent,Modeled,66.2483139038
Mozambique,2008,Male,25+,Percent,Modeled,66.5073623657
Mozambique,2008,Total,15 - 24,Percent,Modeled,68.7627410889
Mozambique,2008,Total,25+,Percent,Modeled,68.6611022949
Mozambique,2008,Total,15+,Percent,Modeled,68.6850280762
Mozambique,2008,Male,15 - 24,Percent,Modeled,65.3645858765
Mozambique,2003,Total,25+,Percent,Estimated,79.7484741211
Mozambique,2003,Total,15+,Percent,Estimated,79.6115112305
Mozambique,2003,Male,15 - 24,Percent,Estimated,75.5088500977
Mozambique,2003,Female,15 - 24,Percent,Estimated,81.9417724609
Mozambique,2003,Female,15+,Percent,Estimated,81.8363037109
Mozambique,2003,Female,25+,Percent,Estimated,81.8034133911
Mozambique,2003,Male,15+,Percent,Estimated,77.0907974243
Mozambique,2003,Male,25+,Percent,Estimated,77.5068664551
Mozambique,2003,Total,15 - 24,Percent,Estimated,79.1367263794
Myanmar,2005,Female,15 - 24,Percent,Modeled,66.692855835
Myanmar,2005,Female,25+,Percent,Modeled,61.4042358398
Myanmar,2005,Male,15 - 24,Percent,Modeled,65.6851119995
Myanmar,2005,Male,15+,Percent,Modeled,62.2117919922
Myanmar,2005,Male,25+,Percent,Modeled,61.3898391724
Myanmar,2005,Total,15 - 24,Percent,Modeled,66.194442749
Myanmar,2005,Total,15+,Percent,Modeled,62.3287391663
Myanmar,2005,Total,25+,Percent,Modeled,61.3969802856
Myanmar,2005,Female,15+,Percent,Modeled,62.4466133118
Namibia,2009,Female,15 - 24,Percent,Estimated,24.3548221588
Namibia,2009,Female,25+,Percent,Estimated,16.6578464508
Namibia,2009,Male,15 - 24,Percent,Estimated,19.0247421265
Namibia,2009,Male,15+,Percent,Estimated,13.5663137436
Namibia,2009,Male,25+,Percent,Estimated,12.6175804138
Namibia,2009,Total,15 - 24,Percent,Estimated,21.3489742279
Namibia,2009,Total,15+,Percent,Estimated,15.4620704651
Namibia,2009,Total,25+,Percent,Estimated,14.4873514175
Namibia,2009,Female,15+,Percent,Estimated,17.6966114044
Namibia,2004,Male,15 - 24,Percent,Modeled,25.4879112244
Namibia,2004,Female,15+,Percent,Modeled,23.8390827179
Namibia,2004,Female,15 - 24,Percent,Modeled,31.8769874573
Namibia,2004,Female,25+,Percent,Modeled,22.5481948853
Namibia,2004,Male,15+,Percent,Modeled,18.5126457214
Namibia,2004,Male,25+,Percent,Modeled,17.2596511841
Namibia,2004,Total,15 - 24,Percent,Modeled,28.2138671875
Namibia,2004,Total,15+,Percent,Modeled,20.910741806
Namibia,2004,Total,25+,Percent,Modeled,19.6619949341
Nepal,2010,Female,25+,Percent,Estimated,12.2341890335
Nepal,2010,Male,15 - 24,Percent,Estimated,10.6917686462
Nepal,2010,Male,15+,Percent,Estimated,12.2784881592
Nepal,2010,Total,15 - 24,Percent,Estimated,12.4705696106
Nepal,2010,Total,25+,Percent,Estimated,12.540760994
Nepal,2010,Total,15+,Percent,Estimated,12.5213127136
Nepal,2010,Male,25+,Percent,Estimated,12.8415222168
Nepal,2010,Female,15+,Percent,Estimated,12.7587604523
Nepal,2010,Female,15 - 24,Percent,Estimated,14.0311317444
Nepal,2003,Female,15+,Percent,Estimated,41.8298683167
Nepal,2003,Female,15 - 24,Percent,Estimated,43.0761260986
Nepal,2003,Female,25+,Percent,Estimated,41.2803573608
Nepal,2003,Male,15 - 24,Percent,Estimated,41.8862991333
Nepal,2003,Male,15+,Percent,Estimated,42.4698486328
Nepal,2003,Male,25+,Percent,Estimated,42.6859741211
Nepal,2003,Total,15 - 24,Percent,Estimated,42.5050888062
Nepal,2003,Total,15+,Percent,Estimated,42.1568717957
Nepal,2003,Total,25+,Percent,Estimated,42.0161972046
Nicaragua,2009,Female,15 - 24,Percent,Modeled,6.2741861343
Nicaragua,2009,Female,15+,Percent,Modeled,5.3086900711
Nicaragua,2009,Female,25+,Percent,Modeled,5.0785899162
Nicaragua,2009,Male,15 - 24,Percent,Modeled,16.6839160919
Nicaragua,2009,Male,15+,Percent,Modeled,11.7836370468
Nicaragua,2009,Male,25+,Percent,Modeled,10.0552997589
Nicaragua,2009,Total,15 - 24,Percent,Modeled,13.46164608
Nicaragua,2009,Total,15+,Percent,Modeled,9.3369531631
Nicaragua,2009,Total,25+,Percent,Modeled,8.0703353882
Nicaragua,2005,Female,15 - 24,Percent,Estimated,8.7385320663
Nicaragua,2005,Female,15+,Percent,Estimated,7.3854193687
Nicaragua,2005,Female,25+,Percent,Estimated,7.0071697235
Nicaragua,2005,Male,15 - 24,Percent,Estimated,19.9478874207
Nicaragua,2005,Male,15+,Percent,Estimated,15.2075948715
Nicaragua,2005,Male,25+,Percent,Estimated,13.3376274109
Nicaragua,2005,Total,15 - 24,Percent,Estimated,16.4745464325
Nicaragua,2005,Total,15+,Percent,Estimated,12.3318624496
Nicaragua,2005,Total,25+,Percent,Estimated,10.8823261261
Nicaragua,2001,Female,15 - 24,Percent,Estimated,11.5601110458
Nicaragua,2001,Female,15+,Percent,Estimated,9.5206480026
Nicaragua,2001,Female,25+,Percent,Estimated,8.9099521637
Nicaragua,2001,Male,15 - 24,Percent,Estimated,21.4544124603
Nicaragua,2001,Male,25+,Percent,Estimated,14.4634904861
Nicaragua,2001,Total,15 - 24,Percent,Estimated,18.7070999146
Nicaragua,2001,Total,15+,Percent,Estimated,14.2113132477
Nicaragua,2001,Total,25+,Percent,Estimated,12.4776144028
Nicaragua,2001,Male,15+,Percent,Estimated,16.5779418945
Niger,2011,Male,25+,Percent,Modeled,37.0928878784
Niger,2011,Female,25+,Percent,Modeled,37.753074646
Niger,2011,Female,15+,Percent,Modeled,39.2464523315
Niger,2011,Female,15 - 24,Percent,Modeled,42.4582023621
Niger,2011,Male,15 - 24,Percent,Modeled,41.0973243713
Niger,2011,Male,15+,Percent,Modeled,38.2909622192
Niger,2011,Total,15 - 24,Percent,Modeled,41.5402069092
Niger,2011,Total,15+,Percent,Modeled,38.5896606445
Niger,2011,Total,25+,Percent,Modeled,37.2955513
Niger,2007,Female,15 - 24,Percent,Modeled,69.8252639771
Niger,2007,Female,25+,Percent,Modeled,66.7925796509
Niger,2007,Male,15 - 24,Percent,Modeled,71.2312164307
Niger,2007,Male,15+,Percent,Modeled,68.7221908569
Niger,2007,Male,25+,Percent,Modeled,67.7206878662
Niger,2007,Total,15 - 24,Percent,Modeled,70.7708053589
Niger,2007,Total,15+,Percent,Modeled,68.4143447876
Niger,2007,Total,25+,Percent,Modeled,67.4394989014
Niger,2007,Female,15+,Percent,Modeled,67.7296218872
Niger,2005,Female,15+,Percent,Estimated,71.1562423706
Niger,2005,Female,15 - 24,Percent,Estimated,72.9165267944
Niger,2005,Female,25+,Percent,Estimated,70.3969345093
Niger,2005,Male,15 - 24,Percent,Estimated,74.6950149536
Niger,2005,Male,15+,Percent,Estimated,72.0163192749
Niger,2005,Male,25+,Percent,Estimated,70.9982376099
Niger,2005,Total,15 - 24,Percent,Estimated,74.1120071411
Niger,2005,Total,15+,Percent,Estimated,71.7511672974
Niger,2005,Total,25+,Percent,Estimated,70.8175125122
Nigeria,2012,Female,15 - 24,Percent,Estimated,54.399974823
Nigeria,2012,Female,15+,Percent,Estimated,48.0119857788
Nigeria,2012,Female,25+,Percent,Estimated,46.1346130371
Nigeria,2012,Male,15 - 24,Percent,Estimated,65.3018951416
Nigeria,2012,Male,25+,Percent,Estimated,45.9775161743
Nigeria,2012,Total,15 - 24,Percent,Estimated,60.5396995544
Nigeria,2012,Total,15+,Percent,Estimated,49.2119865417
Nigeria,2012,Total,25+,Percent,Estimated,46.042842865
Nigeria,2012,Male,15+,Percent,Estimated,50.0824432373
Nigeria,2010,Female,15+,Percent,Modeled,43.834777832
Nigeria,2010,Female,15 - 24,Percent,Modeled,50.2232055664
Nigeria,2010,Female,25+,Percent,Modeled,41.9345092773
Nigeria,2010,Male,15 - 24,Percent,Modeled,61.9999351501
Nigeria,2010,Male,15+,Percent,Modeled,47.0897865295
Nigeria,2010,Male,25+,Percent,Modeled,43.0203361511
Nigeria,2010,Total,15 - 24,Percent,Modeled,56.8456993103
Nigeria,2010,Total,15+,Percent,Modeled,45.7185935974
Nigeria,2010,Total,25+,Percent,Modeled,42.5679664612
Nigeria,2004,Female,15 - 24,Percent,Estimated,49.8854484558
Nigeria,2004,Female,25+,Percent,Estimated,42.3519897461
Nigeria,2004,Male,15 - 24,Percent,Estimated,62.6936836243
Nigeria,2004,Male,15+,Percent,Estimated,50.9041671753
Nigeria,2004,Male,25+,Percent,Estimated,47.5699272156
Nigeria,2004,Total,15 - 24,Percent,Estimated,57.025642395
Nigeria,2004,Total,15+,Percent,Estimated,48.0215568542
Nigeria,2004,Total,25+,Percent,Estimated,45.3750686646
Nigeria,2004,Female,15+,Percent,Estimated,44.1312866211
Pakistan,2010,Total,15+,Percent,Modeled,8.6080007553
Pakistan,2010,Male,25+,Percent,Modeled,8.190823555
Pakistan,2010,Male,15+,Percent,Modeled,8.2796068192
Pakistan,2010,Female,15 - 24,Percent,Modeled,9.4976768494
Pakistan,2010,Female,15+,Percent,Modeled,9.8702859879
Pakistan,2010,Female,25+,Percent,Modeled,10.0207414627
Pakistan,2010,Male,15 - 24,Percent,Modeled,8.5315580368
Pakistan,2010,Total,15 - 24,Percent,Modeled,8.7471160889
Pakistan,2010,Total,25+,Percent,Modeled,8.5575466156
Pakistan,2007,Female,15 - 24,Percent,Modeled,13.1034088135
Pakistan,2007,Female,15+,Percent,Modeled,13.4875507355
Pakistan,2007,Female,25+,Percent,Modeled,13.6475486755
Pakistan,2007,Male,15 - 24,Percent,Modeled,11.3933925629
Pakistan,2007,Total,15 - 24,Percent,Modeled,11.7295675278
Pakistan,2007,Total,25+,Percent,Modeled,11.6714076996
Pakistan,2007,Total,15+,Percent,Modeled,11.6875429153
Pakistan,2007,Male,25+,Percent,Modeled,11.2340326309
Pakistan,2007,Male,15+,Percent,Modeled,11.277639389
Pakistan,2006,Total,15+,Percent,Modeled,13.7795267105
Pakistan,2006,Male,25+,Percent,Modeled,13.3321523666
Pakistan,2006,Male,15+,Percent,Modeled,13.329164505
Pakistan,2006,Female,15 - 24,Percent,Modeled,15.3880681992
Pakistan,2006,Female,15+,Percent,Modeled,15.8042001724
Pakistan,2006,Female,25+,Percent,Modeled,15.9837188721
Pakistan,2006,Male,15 - 24,Percent,Modeled,13.3215112686
Pakistan,2006,Total,15 - 24,Percent,Modeled,13.7196912766
Pakistan,2006,Total,25+,Percent,Modeled,13.8033342361
Pakistan,2005,Female,15 - 24,Percent,Estimated,17.1088924408
Pakistan,2005,Female,15+,Percent,Estimated,17.5571269989
Pakistan,2005,Female,25+,Percent,Estimated,17.7473506927
Pakistan,2005,Male,15 - 24,Percent,Estimated,14.9242582321
Pakistan,2005,Male,15+,Percent,Estimated,14.6798496246
Pakistan,2005,Total,15 - 24,Percent,Estimated,15.3172063828
Pakistan,2005,Total,25+,Percent,Estimated,15.1058244705
Pakistan,2005,Total,15+,Percent,Estimated,15.1648445129
Pakistan,2005,Male,25+,Percent,Estimated,14.5869493484
Pakistan,2002,Total,15+,Percent,Modeled,23.6288566589
Pakistan,2002,Male,25+,Percent,Modeled,22.9767551422
Pakistan,2002,Female,15+,Percent,Modeled,26.6858043671
Pakistan,2002,Female,15 - 24,Percent,Modeled,26.3571166992
Pakistan,2002,Female,25+,Percent,Modeled,26.8217868805
Pakistan,2002,Male,15 - 24,Percent,Modeled,23.5711174011
Pakistan,2002,Male,15+,Percent,Modeled,23.1351852417
Pakistan,2002,Total,15 - 24,Percent,Modeled,23.9906749725
Pakistan,2002,Total,25+,Percent,Modeled,23.4949092865
Panama,2013,Total,25+,Percent,Modeled,5.008954525
Panama,2013,Male,15 - 24,Percent,Modeled,11.7392082214
Panama,2013,Female,15 - 24,Percent,Modeled,7.236890316
Panama,2013,Female,15+,Percent,Modeled,4.4526767731
Panama,2013,Female,25+,Percent,Modeled,3.9620275497
Panama,2013,Male,15+,Percent,Modeled,6.7090353966
Panama,2013,Male,25+,Percent,Modeled,5.664586544
Panama,2013,Total,15 - 24,Percent,Modeled,10.1766901016
Panama,2013,Total,15+,Percent,Modeled,5.8541812897
Panama,2012,Female,15 - 24,Percent,Modeled,7.3053584099
Panama,2012,Female,15+,Percent,Modeled,4.6093797684
Panama,2012,Female,25+,Percent,Modeled,4.1525964737
Panama,2012,Male,15 - 24,Percent,Modeled,12.7741146088
Panama,2012,Male,15+,Percent,Modeled,7.288816452
Panama,2012,Male,25+,Percent,Modeled,6.1221218109
Panama,2012,Total,15 - 24,Percent,Modeled,10.9791193008
Panama,2012,Total,15+,Percent,Modeled,6.2929944992
Panama,2012,Total,25+,Percent,Modeled,5.3733549118
Panama,2011,Total,15 - 24,Percent,Modeled,10.1782426834
Panama,2011,Female,15 - 24,Percent,Modeled,6.3922257423
Panama,2011,Female,15+,Percent,Modeled,4.1445097923
Panama,2011,Female,25+,Percent,Modeled,3.7873008251
Panama,2011,Male,15 - 24,Percent,Modeled,11.8925876617
Panama,2011,Male,15+,Percent,Modeled,6.8855838776
Panama,2011,Male,25+,Percent,Modeled,5.8399415016
Panama,2011,Total,15+,Percent,Modeled,5.8899044991
Panama,2011,Total,25+,Percent,Modeled,5.0741972923
Panama,2010,Female,15 - 24,Percent,Modeled,7.0053672791
Panama,2010,Female,15+,Percent,Modeled,4.5367741585
Panama,2010,Female,25+,Percent,Modeled,4.1291470528
Panama,2010,Male,15 - 24,Percent,Modeled,12.9571723938
Panama,2010,Male,15+,Percent,Modeled,7.362306118
Panama,2010,Male,25+,Percent,Modeled,6.1381649971
Panama,2010,Total,15+,Percent,Modeled,6.3272252083
Panama,2010,Total,25+,Percent,Modeled,5.3810725212
Panama,2010,Total,15 - 24,Percent,Modeled,11.0920324326
Panama,2009,Total,15+,Percent,Modeled,6.17111063
Panama,2009,Total,15 - 24,Percent,Modeled,10.8906526566
Panama,2009,Male,25+,Percent,Modeled,5.9288892746
Panama,2009,Female,15 - 24,Percent,Modeled,6.9515957832
Panama,2009,Female,15+,Percent,Modeled,4.4179873466
Panama,2009,Female,25+,Percent,Modeled,3.980073452
Panama,2009,Male,15 - 24,Percent,Modeled,12.6998634338
Panama,2009,Male,15+,Percent,Modeled,7.1836194992
