"Country or Area","Year(s)","Variant","Value"
"Malaysia","1980","Estimate variant","42.045"
"Malaysia","1975","Estimate variant","37.654"
"Malaysia","1970","Estimate variant","33.455"
"Malaysia","1965","Estimate variant","29.914"
"Malaysia","1960","Estimate variant","26.598"
"Malaysia","1955","Estimate variant","23.418"
"Malaysia","1950","Estimate variant","20.362"
"Maldives","2030","Constant-fertility scenario","44.861"
"Maldives","2030","High variant","44.861"
"Maldives","2030","Low variant","44.861"
"Maldives","2030","Medium variant","44.861"
"Maldives","2025","Constant-fertility scenario","41.575"
"Maldives","2025","High variant","41.575"
"Maldives","2025","Low variant","41.575"
"Maldives","2025","Medium variant","41.575"
"Maldives","2020","Constant-fertility scenario","38.259"
"Maldives","2020","High variant","38.259"
"Maldives","2020","Low variant","38.259"
"Maldives","2020","Medium variant","38.259"
"Maldives","2015","Constant-fertility scenario","35.164"
"Maldives","2015","High variant","35.164"
"Maldives","2015","Low variant","35.164"
"Maldives","2015","Medium variant","35.164"
"Maldives","2010","Constant-fertility scenario","32.337"
"Maldives","2010","High variant","32.337"
"Maldives","2010","Low variant","32.337"
"Maldives","2010","Medium variant","32.337"
"Maldives","2005","Medium variant","29.811"
"Maldives","2000","Medium variant","27.598"
"Maldives","1995","Estimate variant","25.7"
"Maldives","1990","Estimate variant","25.881"
"Maldives","1985","Estimate variant","25.805"
"Maldives","1980","Estimate variant","22.375"
"Maldives","1975","Estimate variant","18.08"
"Maldives","1970","Estimate variant","13.628"
"Maldives","1965","Estimate variant","11.498"
"Maldives","1960","Estimate variant","11.207"
"Maldives","1955","Estimate variant","10.919"
"Maldives","1950","Estimate variant","10.637"
"Mali","2030","Constant-fertility scenario","50.571"
"Mali","2030","High variant","50.571"
"Mali","2030","Low variant","50.571"
"Mali","2030","Medium variant","50.571"
"Mali","2025","Constant-fertility scenario","47.414"
"Mali","2025","High variant","47.414"
"Mali","2025","Low variant","47.414"
"Mali","2025","Medium variant","47.414"
"Mali","2020","Constant-fertility scenario","44.173"
"Mali","2020","High variant","44.173"
"Mali","2020","Low variant","44.173"
"Mali","2020","Medium variant","44.173"
"Mali","2015","Constant-fertility scenario","40.742"
"Mali","2015","High variant","40.742"
"Mali","2015","Low variant","40.742"
"Mali","2015","Medium variant","40.742"
"Mali","2010","Constant-fertility scenario","37.206"
"Mali","2010","High variant","37.206"
"Mali","2010","Low variant","37.206"
"Mali","2010","Medium variant","37.206"
"Mali","2005","Medium variant","33.66"
"Mali","2000","Medium variant","30.194"
"Mali","1995","Estimate variant","26.886"
"Mali","1990","Estimate variant","23.817"
"Mali","1985","Estimate variant","21.005"
"Mali","1980","Estimate variant","18.456"
"Mali","1975","Estimate variant","16.209"
"Mali","1970","Estimate variant","14.31"
"Mali","1965","Estimate variant","12.6"
"Mali","1960","Estimate variant","11.067"
"Mali","1955","Estimate variant","9.701"
"Mali","1950","Estimate variant","8.487"
"Malta","2030","Constant-fertility scenario","94.884"
"Malta","2030","High variant","94.884"
"Malta","2030","Low variant","94.884"
"Malta","2030","Medium variant","94.884"
"Malta","2025","Constant-fertility scenario","94.56"
"Malta","2025","High variant","94.56"
"Malta","2025","Low variant","94.56"
"Malta","2025","Medium variant","94.56"
"Malta","2020","Constant-fertility scenario","94.213"
"Malta","2020","High variant","94.213"
"Malta","2020","Low variant","94.213"
"Malta","2020","Medium variant","94.213"
"Malta","2015","Constant-fertility scenario","93.714"
"Malta","2015","High variant","93.714"
"Malta","2015","Low variant","93.714"
"Malta","2015","Medium variant","93.714"
"Malta","2010","Constant-fertility scenario","93.031"
"Malta","2010","High variant","93.031"
"Malta","2010","Low variant","93.031"
"Malta","2010","Medium variant","93.031"
"Malta","2005","Medium variant","92.12"
"Malta","2000","Medium variant","90.923"
"Malta","1995","Estimate variant","89.366"
"Malta","1990","Estimate variant","87.578"
"Malta","1985","Estimate variant","85.531"
"Malta","1980","Estimate variant","83.13"
"Malta","1975","Estimate variant","80.422"
"Malta","1970","Estimate variant","77.396"
"Malta","1965","Estimate variant","73.882"
"Malta","1960","Estimate variant","69.83"
"Malta","1955","Estimate variant","65.562"
"Malta","1950","Estimate variant","61.161"
"Marshall Islands","2030","Constant-fertility scenario","74.889"
"Marshall Islands","2030","High variant","74.889"
"Marshall Islands","2030","Low variant","74.889"
"Marshall Islands","2030","Medium variant","74.889"
"Marshall Islands","2025","Constant-fertility scenario","73.102"
"Marshall Islands","2025","High variant","73.102"
"Marshall Islands","2025","Low variant","73.102"
"Marshall Islands","2025","Medium variant","73.102"
"Marshall Islands","2020","Constant-fertility scenario","71.184"
"Marshall Islands","2020","High variant","71.184"
"Marshall Islands","2020","Low variant","71.184"
"Marshall Islands","2020","Medium variant","71.184"
"Marshall Islands","2015","Constant-fertility scenario","69.45"
"Marshall Islands","2015","High variant","69.45"
"Marshall Islands","2015","Low variant","69.45"
"Marshall Islands","2015","Medium variant","69.45"
"Marshall Islands","2010","Constant-fertility scenario","67.948"
"Marshall Islands","2010","High variant","67.948"
"Marshall Islands","2010","Low variant","67.948"
"Marshall Islands","2010","Medium variant","67.948"
"Marshall Islands","2005","Medium variant","66.728"
"Marshall Islands","2000","Medium variant","65.823"
"Marshall Islands","1995","Estimate variant","65.257"
"Marshall Islands","1990","Estimate variant","64.687"
"Marshall Islands","1985","Estimate variant","61.96"
"Marshall Islands","1980","Estimate variant","58.281"
"Marshall Islands","1975","Estimate variant","60.66"
"Marshall Islands","1970","Estimate variant","62.991"
"Marshall Islands","1965","Estimate variant","65.263"
"Marshall Islands","1960","Estimate variant","67.471"
"Marshall Islands","1955","Estimate variant","69.596"
"Marshall Islands","1950","Estimate variant","71.652"
"Martinique","2030","Constant-fertility scenario","97.941"
"Martinique","2030","High variant","97.941"
"Martinique","2030","Low variant","97.941"
"Martinique","2030","Medium variant","97.941"
"Martinique","2025","Constant-fertility scenario","97.814"
"Martinique","2025","High variant","97.814"
"Martinique","2025","Low variant","97.814"
"Martinique","2025","Medium variant","97.814"
"Martinique","2020","Constant-fertility scenario","97.68"
"Martinique","2020","High variant","97.68"
"Martinique","2020","Low variant","97.68"
"Martinique","2020","Medium variant","97.68"
"Martinique","2015","Constant-fertility scenario","97.399"
"Martinique","2015","High variant","97.399"
"Martinique","2015","Low variant","97.399"
"Martinique","2015","Medium variant","97.399"
"Martinique","2010","Constant-fertility scenario","96.921"
"Martinique","2010","High variant","96.921"
"Martinique","2010","Low variant","96.921"
"Martinique","2010","Medium variant","96.921"
"Martinique","2005","Medium variant","96.156"
"Martinique","2000","Medium variant","94.949"
"Martinique","1995","Estimate variant","93.038"
"Martinique","1990","Estimate variant","90.476"
"Martinique","1985","Estimate variant","85.958"
"Martinique","1980","Estimate variant","79.612"
"Martinique","1975","Estimate variant","71.203"
"Martinique","1970","Estimate variant","61.022"
"Martinique","1965","Estimate variant","49.957"
"Martinique","1960","Estimate variant","40.09"
"Martinique","1955","Estimate variant","33.632"
"Martinique","1950","Estimate variant","27.732"
"Mauritania","2030","Constant-fertility scenario","80.41"
"Mauritania","2030","High variant","80.41"
"Mauritania","2030","Low variant","80.41"
"Mauritania","2030","Medium variant","80.41"
"Mauritania","2025","Constant-fertility scenario","79.033"
"Mauritania","2025","High variant","79.033"
"Mauritania","2025","Low variant","79.033"
"Mauritania","2025","Medium variant","79.033"
"Mauritania","2020","Constant-fertility scenario","76.875"
"Mauritania","2020","High variant","76.875"
"Mauritania","2020","Low variant","76.875"
"Mauritania","2020","Medium variant","76.875"
"Mauritania","2015","Constant-fertility scenario","73.798"
"Mauritania","2015","High variant","73.798"
"Mauritania","2015","Low variant","73.798"
"Mauritania","2015","Medium variant","73.798"
"Mauritania","2010","Constant-fertility scenario","69.651"
"Mauritania","2010","High variant","69.651"
"Mauritania","2010","Low variant","69.651"
"Mauritania","2010","Medium variant","69.651"
"Mauritania","2005","Medium variant","64.309"
"Mauritania","2000","Medium variant","57.749"
"Mauritania","1995","Estimate variant","50.904"
"Mauritania","1990","Estimate variant","44.024"
"Mauritania","1985","Estimate variant","36.005"
"Mauritania","1980","Estimate variant","27.733"
"Mauritania","1975","Estimate variant","20.302"
"Mauritania","1970","Estimate variant","13.697"
"Mauritania","1965","Estimate variant","8.999"
"Mauritania","1960","Estimate variant","5.804"
"Mauritania","1955","Estimate variant","3.697"
"Mauritania","1950","Estimate variant","2.336"
"Mauritius","2030","Constant-fertility scenario","57.568"
"Mauritius","2030","High variant","57.568"
"Mauritius","2030","Low variant","57.568"
"Mauritius","2030","Medium variant","57.568"
"Mauritius","2025","Constant-fertility scenario","54.69"
"Mauritius","2025","High variant","54.69"
"Mauritius","2025","Low variant","54.69"
"Mauritius","2025","Medium variant","54.69"
"Mauritius","2020","Constant-fertility scenario","51.682"
"Mauritius","2020","High variant","51.682"
"Mauritius","2020","Low variant","51.682"
"Mauritius","2020","Medium variant","51.682"
"Mauritius","2015","Constant-fertility scenario","48.561"
"Mauritius","2015","High variant","48.561"
"Mauritius","2015","Low variant","48.561"
"Mauritius","2015","Medium variant","48.561"
"Mauritius","2010","Constant-fertility scenario","45.348"
"Mauritius","2010","High variant","45.348"
"Mauritius","2010","Low variant","45.348"
"Mauritius","2010","Medium variant","45.348"
"Mauritius","2005","Medium variant","42.914"
"Mauritius","2000","Medium variant","41.295"
"Mauritius","1995","Estimate variant","40.5"
"Mauritius","1990","Estimate variant","40.5"
"Mauritius","1985","Estimate variant","41.356"
"Mauritius","1980","Estimate variant","42.351"
"Mauritius","1975","Estimate variant","43.442"
"Mauritius","1970","Estimate variant","42.035"
"Mauritius","1965","Estimate variant","37.001"
"Mauritius","1960","Estimate variant","33.178"
"Mauritius","1955","Estimate variant","30.924"
"Mauritius","1950","Estimate variant","28.757"
"Melanesia","2030","Constant-fertility scenario","36.346"
"Melanesia","2030","High variant","36.346"
"Melanesia","2030","Low variant","36.346"
"Melanesia","2030","Medium variant","36.346"
"Melanesia","2025","Constant-fertility scenario","33.578"
"Melanesia","2025","High variant","33.578"
"Melanesia","2025","Low variant","33.578"
"Melanesia","2025","Medium variant","33.578"
"Melanesia","2020","Constant-fertility scenario","31.144"
"Melanesia","2020","High variant","31.144"
"Melanesia","2020","Low variant","31.144"
"Melanesia","2020","Medium variant","31.144"
"Melanesia","2015","Constant-fertility scenario","28.993"
"Melanesia","2015","High variant","28.993"
"Melanesia","2015","Low variant","28.993"
"Melanesia","2015","Medium variant","28.993"
"Melanesia","2010","Constant-fertility scenario","27.066"
"Melanesia","2010","High variant","27.066"
"Melanesia","2010","Low variant","27.066"
"Melanesia","2010","Medium variant","27.066"
"Melanesia","2005","Medium variant","25.304"
"Melanesia","2000","Medium variant","23.678"
"Melanesia","1995","Estimate variant","22.01"
"Melanesia","1990","Estimate variant","20.386"
"Melanesia","1985","Estimate variant","19.311"
"Melanesia","1980","Estimate variant","18.406"
"Melanesia","1975","Estimate variant","17.311"
"Melanesia","1970","Estimate variant","15.315"
"Melanesia","1965","Estimate variant","11.454"
"Melanesia","1960","Estimate variant","8.77"
"Melanesia","1955","Estimate variant","6.99"
"Melanesia","1950","Estimate variant","5.871"
"Mexico","2030","Constant-fertility scenario","81.861"
"Mexico","2030","High variant","81.861"
"Mexico","2030","Low variant","81.861"
"Mexico","2030","Medium variant","81.861"
"Mexico","2025","Constant-fertility scenario","80.593"
"Mexico","2025","High variant","80.593"
"Mexico","2025","Low variant","80.593"
"Mexico","2025","Medium variant","80.593"
"Mexico","2020","Constant-fertility scenario","79.23"
"Mexico","2020","High variant","79.23"
"Mexico","2020","Low variant","79.23"
"Mexico","2020","Medium variant","79.23"
"Mexico","2015","Constant-fertility scenario","77.899"
"Mexico","2015","High variant","77.899"
"Mexico","2015","Low variant","77.899"
"Mexico","2015","Medium variant","77.899"
"Mexico","2010","Constant-fertility scenario","76.627"
"Mexico","2010","High variant","76.627"
"Mexico","2010","Low variant","76.627"
"Mexico","2010","Medium variant","76.627"
"Mexico","2005","Medium variant","75.442"
"Mexico","2000","Medium variant","74.37"
"Mexico","1995","Estimate variant","73.433"
"Mexico","1990","Estimate variant","72.459"
