"Country or Area","Year","Sex","Classification","Subclassification","Coverage","Scope","Source","SourceID","Value","Value Footnotes"
"Mexico","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","12.68",""
"Mexico","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","2399.9",""
"Mexico","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","2384.8618433","84,85"
"Mexico","1999","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","2533.222321","84,85"
"Mexico","1999","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","2547.2",""
"Mexico","1999","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","12.88",""
"Mexico","1999","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","12.21",""
"Mexico","1999","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","2111.6",""
"Mexico","1999","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","2091.6656923","84,85"
"Mexico","1998","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per day","Insurance records","# 0","94.68",""
"Mexico","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","10.97",""
"Mexico","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","2048.5","84,85"
"Mexico","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","2060.3",""
"Mexico","1998","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","2172.4",""
"Mexico","1998","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","2163.8","84,85"
"Mexico","1998","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","11.08",""
"Mexico","1998","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 3","10.72",""
"Mexico","1998","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","1820","84,85"
"Mexico","1998","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","1842.7",""
"Mexico","1997","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per day","Insurance records","# 0","80.23",""
"Mexico","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","1745","84,85"
"Mexico","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","1724.3",""
"Mexico","1997","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","1829.1",""
"Mexico","1997","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","1851.6","84,85"
"Mexico","1997","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","1531.6","84,85"
"Mexico","1997","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","1514.3",""
"Mexico","1996","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per day","Insurance records","# 0","67.63",""
"Mexico","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","1433.5",""
"Mexico","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","1437.6","84,85"
"Mexico","1996","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","1497.1","84,85"
"Mexico","1996","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","1486.9",""
"Mexico","1996","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","1326.5",""
"Mexico","1996","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","1316.7","84,85"
"Mexico","1995","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per day","Insurance records","# 0","56.52",""
"Mexico","1995","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","1274.1","84,85,86"
"Mexico","1995","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","1279.3",""
"Mexico","1995","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","1372.1",""
"Mexico","1995","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","1370.9","84,85,86"
"Mexico","1995","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 2","1076.8","84,85,86"
"Mexico","1995","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","1089.1",""
"Mexico","1994","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per day","Insurance records","# 0","49.6",""
"Mexico","1993","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","1043.5",""
"Mexico","1993","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","1139.8",""
"Mexico","1993","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","866.4",""
"Mexico","1991","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","809.7",""
"Mexico","1991","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","898.8",""
"Mexico","1991","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 1","654.4",""
"Moldova, Republic of","2008","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","2529.7","39"
"Moldova, Republic of","2007","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","2065","39"
"Moldova, Republic of","2006","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","1697.1","39"
"Moldova, Republic of","2005","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","1318.7","39"
"Moldova, Republic of","2004","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","1103.1","39"
"Moldova, Republic of","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","890.8","39"
"Moldova, Republic of","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","691.5","39"
"Moldova, Republic of","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","543.7","39"
"Moldova, Republic of","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","407.9","39"
"Moldova, Republic of","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","304.6","39"
"Moldova, Republic of","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","250.4","39"
"Moldova, Republic of","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","219.8","39"
"Moldova, Republic of","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","187.1","39"
"Mongolia","2008","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","274.2","5"
"Mongolia","2008","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","291.3","5"
"Mongolia","2008","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","258.1","5"
"Mongolia","2007","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","173","5"
"Mongolia","2007","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","186.7","5"
"Mongolia","2007","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","159.3","5"
"Mongolia","2006","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","127.7","5"
"Mongolia","2006","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","131.8","5"
"Mongolia","2006","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","117.3","5"
"Mongolia","2005","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","101.2","5"
"Mongolia","2005","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","110","5"
"Mongolia","2005","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","92.3","5"
"Mongolia","2004","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","93.1","5"
"Mongolia","2004","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","98.3","5"
"Mongolia","2004","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","88","5"
"Mongolia","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","81.5","5"
"Mongolia","2003","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","86.9","5"
"Mongolia","2003","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","76","5"
"Mongolia","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","71.3","5"
"Mongolia","2002","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","75.6","5"
"Mongolia","2002","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","71.3","5"
"Mongolia","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","65.2","5"
"Mongolia","2001","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","69.2","5"
"Mongolia","2001","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","61","5"
"Mongolia","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","62.3","5,23"
"Mongolia","2000","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","64.7","5,23"
"Mongolia","2000","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","59.8","5,23"
"Montenegro","2008","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","609",""
"Montenegro","2007","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","497",""
"Namibia","1992","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","1761",""
"Nepal","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 0","2143","59,87,88"
"Nepal","1999","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 0","2389","59,87,88"
"Nepal","1999","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour force survey","# 0","1368","59,87,88"
"Netherlands","2005","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","18.44","6,89"
"Netherlands","2005","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","2836","6,44,89"
"Netherlands","2005","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","2944","6,44,89"
"Netherlands","2005","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","19.8","6,89"
