"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2005","2005",326,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2008","2008",451,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2009","2009",528,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2010","2010",636,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2011","2011",468,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2012","2012",406,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2013","2013",276,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2014","2014",138,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2015","2015",427,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","HND","Honduras","2003","2003",3,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","HND","Honduras","2010","2010",20,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","HND","Honduras","2012","2012",19,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","HND","Honduras","2013","2013",11,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","HND","Honduras","2014","2014",21,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","HND","Honduras","2015","2015",19,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","TZA","United Republic of Tanzania","1999","1999",3,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","TZA","United Republic of Tanzania","2004","2004",,"n","Magnitude nil or negligible"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","NLD","Netherlands","1999","1999",2483,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","NLD","Netherlands","2000","2000",2489,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","NLD","Netherlands","2001","2001",2533,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","NLD","Netherlands","2002","2002",2556,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","NLD","Netherlands","2003","2003",2584,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","NLD","Netherlands","2004","2004",2679,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","NLD","Netherlands","2005","2005",2879,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","NLD","Netherlands","2006","2006",2993,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","NLD","Netherlands","2007","2007",3160,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","NLD","Netherlands","2008","2008",3214,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","NLD","Netherlands","2009","2009",3301,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","NLD","Netherlands","2010","2010",3736,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","NLD","Netherlands","2011","2011",3715,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","NLD","Netherlands","2012","2012",4040,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","NLD","Netherlands","2013","2013",4321,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","NLD","Netherlands","2014","2014",4528,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","NIU","Niue","1999","1999",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","NIU","Niue","2000","2000",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","NIU","Niue","2001","2001",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","NIU","Niue","2002","2002",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","NIU","Niue","2003","2003",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","NIU","Niue","2004","2004",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","NIU","Niue","2007","2007",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","NIU","Niue","2008","2008",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DJI","Djibouti","1999","1999",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DJI","Djibouti","2001","2001",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DJI","Djibouti","2002","2002",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DJI","Djibouti","2003","2003",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DJI","Djibouti","2005","2005",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DJI","Djibouti","2009","2009",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DJI","Djibouti","2011","2011",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","LVA","Latvia","1999","1999",1118,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","LVA","Latvia","2000","2000",1743,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","LVA","Latvia","2001","2001",2106,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","LVA","Latvia","2002","2002",2737,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","LVA","Latvia","2003","2003",5467,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","LVA","Latvia","2004","2004",3495,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","LVA","Latvia","2005","2005",4159,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","LVA","Latvia","2006","2006",3175,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","LVA","Latvia","2007","2007",3818,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","LVA","Latvia","2008","2008",4605,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","LVA","Latvia","2009","2009",4560,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","LVA","Latvia","2010","2010",4958,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","LVA","Latvia","2011","2011",5657,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","LVA","Latvia","2012","2012",3460,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","LVA","Latvia","2013","2013",4194,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","LVA","Latvia","2014","2014",3525,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","LVA","Latvia","2015","2015",3785,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BEL","Belgium","2000","2000",36151,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BEL","Belgium","2001","2001",36179,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BEL","Belgium","2002","2002",37303,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BEL","Belgium","2006","2006",41124,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BEL","Belgium","2007","2007",41746,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BEL","Belgium","2008","2008",40307,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BEL","Belgium","2009","2009",40684,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BEL","Belgium","2010","2010",42212,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BEL","Belgium","2011","2011",43593,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BEL","Belgium","2012","2012",47005,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BEL","Belgium","2013","2013",2480,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BEL","Belgium","2014","2014",2601,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","THA","Thailand","1999","1999",121906,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","THA","Thailand","2000","2000",148184,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","THA","Thailand","2001","2001",97318,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","THA","Thailand","2002","2002",93283,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","THA","Thailand","2003","2003",58695,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","THA","Thailand","2004","2004",61054,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","THA","Thailand","2005","2005",52423,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","THA","Thailand","2006","2006",28374,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","THA","Thailand","2007","2007",79858,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","THA","Thailand","2008","2008",79706,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","THA","Thailand","2009","2009",67931,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","THA","Thailand","2010","2010",59311,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","THA","Thailand","2011","2011",63424,,
